date,humidity,temperature,weight
2017-01-01,98.04031007751904,15.47782905982906,50.73679007751918
2017-01-02,98.80631944444453,13.37638888888889,50.65779625000004
2017-01-03,98.40347222222226,16.181965277777778,50.769785555555615
2017-01-04,97.29229166666688,14.724111111111103,50.532602777777804
2017-01-05,96.58388888888874,9.058442361111103,50.10980819444444
2017-01-06,96.39909722222224,4.508425000000004,50.17272687500004
2017-01-07,96.1072222222224,7.758131944444449,50.55307958333331
2017-01-08,97.23874999999995,10.721145833333336,50.53613083333333
2017-01-09,98.33861111111104,9.04047222222222,50.4398315972222
2017-01-10,99.14270833333327,8.518958333333337,50.4472500694445
2017-01-11,97.92812499999972,10.729833333333326,50.438426736111275
2017-01-12,99.21479166666671,13.31172916666667,50.38565847222231
2017-01-13,99.54597222222245,8.453174999999998,50.30335472222223
2017-01-14,99.86916666666696,7.5652291666666684,50.326231319444524
2017-01-15,99.82868055555537,8.90400625,50.203771944444405
2017-01-16,99.79222222222224,6.508114583333334,49.99011979166658
2017-01-17,99.70861111111148,5.499824305555559,50.230610277777785
2017-01-18,100.0,6.051965277777779,50.18257833333335
2017-01-19,99.3654861111108,6.420756944444445,50.184953055555546
2017-01-20,99.92604166666686,7.86834375,50.184137638888885
2017-01-21,99.26125000000027,11.12026319444445,50.162343819444445
2017-01-22,100.0,11.995979166666665,50.01577520833328
2017-01-23,100.0,8.865644444444449,50.000662638888926
2017-01-24,100.0,10.837311111111111,50.02896736111112
2017-01-25,100.0,14.089465277777776,49.83464125000001
2017-01-26,61.52777777777778,12.287699999999994,49.906240694444534
2017-01-27,-91.12347222222223,9.244174999999997,49.78234777777788
2017-01-28,99.99270833333333,8.136961805555554,49.64317937500001
2017-01-29,92.19013888888888,11.341052083333336,49.89714437499996
2017-01-30,100.0,13.943312500000005,49.766435138888816
2017-01-31,99.8152083333332,12.626118055555567,49.81374006944447
2017-02-01,99.31784722222169,12.40838194444445,49.73384576388892
2017-02-02,71.43805555555564,13.31129861111111,49.72620118055559
2017-02-03,-100.0,10.794083333333337,49.75974229166664
2017-02-04,-100.0,13.462006944444452,49.79057534722212
2017-02-05,-100.0,13.492604166666668,49.65991124999994
2017-02-06,-100.0,13.800819444444452,49.62063208333334
2017-02-07,-100.0,13.582222222222224,49.45307000000009
2017-02-08,-100.0,10.837287500000002,49.280369791666466
2017-02-09,-100.0,10.89871388888889,49.20608451388874
2017-02-10,-80.4342986111111,11.14326111111111,49.34323944444462
2017-02-11,38.60520833333327,11.65815138888889,49.42000638888901
2017-02-12,90.01416666666672,13.073611111111113,49.38984083333338
2017-02-13,90.51798611111089,10.122885416666666,49.1463547222221
2017-02-14,91.22555555555547,10.402077083333335,49.11326763888882
2017-02-15,92.43097222222217,9.331622916666667,49.10018687500003
2017-02-16,92.60263888888872,11.638556944444446,49.22101111111105
2017-02-17,93.164791666667,14.889368055555568,49.26003270833334
2017-02-18,92.83812499999964,14.904868055555552,49.19396173611125
2017-02-19,92.17631944444469,14.48338194444444,49.23769868055556
2017-02-20,91.64541666666692,15.573888888888888,49.24725958333339
2017-02-21,91.16430555555552,16.751965277777785,49.130221180555566
2017-02-22,90.27506944444434,15.379104166666664,49.07976097222211
2017-02-23,88.33923611111092,14.17174305555555,48.99350284722226
2017-02-24,89.37354166666664,13.864645833333348,48.92425152777774
2017-02-25,90.8815972222221,12.818416666666655,48.91234340277783
2017-02-26,92.52458333333338,13.915034722222218,49.022433263888914
2017-02-27,94.73090277777789,16.777326388888895,48.9940116666666
2017-02-28,93.15916666666658,16.492736111111114,48.81477319444444
2017-03-01,94.912361111111,14.029979166666664,48.75845159722213
2017-03-02,95.28493055555543,14.335347222222218,48.73892263888886
2017-03-03,94.21638888888914,18.935715277777792,48.63456402777779
2017-03-04,91.41930555555564,24.93521527777778,48.15931347222225
2017-03-05,93.49111111111094,20.827402777777795,47.90348513888885
2017-03-06,97.33493055555503,14.388229166666669,47.74004722222206
2017-03-07,98.81965277777805,13.86477777777777,47.68016361111112
2017-03-08,97.1195833333332,14.468770833333323,47.73697458333334
2017-03-09,97.3872916666666,15.134826388888886,47.72686020833339
2017-03-10,97.01145833333362,15.523854166666672,47.62544430555556
2017-03-11,98.2254861111112,16.28295138888889,47.51585402777779
2017-03-12,93.86194444444426,14.576854166666656,47.406138263888934
2017-03-13,97.8860416666667,13.652791666666667,47.32162381944455
2017-03-14,97.75062500000014,16.617118055555558,47.444423125000064
2017-03-15,98.8470833333333,18.66706944444445,47.27534729166674
2017-03-16,97.06506944444448,20.047263888888875,47.18614076388887
2017-03-17,99.05638888888916,26.213847222222213,47.066283125000034
2017-03-18,99.70361111111109,22.796819444444427,46.981583819444374
2017-03-19,99.6866666666666,17.95083333333334,46.92794847222214
2017-03-20,81.07013888888886,20.19266666666668,47.01517840277775
2017-03-21,98.06965277777776,20.02354861111113,46.90099597222211
2017-03-22,95.84864583333336,21.269173611111118,46.66653965277784
2017-03-23,99.46972222222212,23.074145833333336,46.63524368055548
2017-03-24,96.24211111111129,24.713951388888884,46.54715354166661
2017-03-25,86.41413888888889,27.553826388888897,46.76341993055551
2017-03-26,92.84006249999987,29.519101449275365,46.98911069444449
2017-03-27,70.53341666666667,31.284645833333343,47.66131243055553
2017-03-28,92.5818402777778,33.189770833333334,48.619844166666674
2017-03-29,96.8215277777776,32.8025416666667,49.116328819444384
2017-03-30,94.82770833333328,32.69588194444446,49.31126145833326
2017-03-31,89.42783333333344,33.877069444444444,49.62599930555554
2017-04-01,89.79246527777772,33.90060416666667,49.802159930555604
