date,temperature,tavg,tmax,tmin,prcp,tsun,humidity,weight,activity
2017-01-01,2.1014401709401707,2.0999999999999996,1.7000000000000002,3.0999999999999996,0.0,-291,0.7480184108521541,0.18371049418587404,LOW
2017-01-02,-1.3477222222222132,-1.7,-0.07500000000000018,0.9,0.3999999999999999,175,1.5140277777776419,0.1047166666667323,HIGH
2017-01-03,2.8055763888888876,2.8,0.07500000000000018,2.6,8.6,-291,1.1111805555553786,0.21670597222230725,HIGH
2017-01-04,1.3477222222222132,1.7,2.1000000000000005,0.0,0.0,-175,0.0,-0.02047680555549647,HIGH
2017-01-05,-1.6627034722222334,-4.9,-2.3000000000000003,-2.8,-0.7,205,-0.6548611111112166,-0.426322638888891,LOW
2017-01-06,0.0,-1.075,-0.04999999999999982,-1.45,0.0,284,-0.8396527777777152,-0.35987590277777315,LOW
2017-01-07,-1.3003104166666537,-3.0,-1.1500000000000004,-4.9,0.7,-36,-1.1315277777775492,0.10582951388880701,LOW
2017-01-08,0.15568802083333821,0.19999999999999996,0.0,0.2,0.0,-9,-0.6893749999997709,0.08888076388883093,HIGH
2017-01-09,-1.680673611111116,-0.4999999999999999,0.0,-0.2,-0.7,27,0.0,-0.007418472222298078,HIGH
2017-01-10,-2.202187499999999,-0.19999999999999996,-0.8000000000000003,-0.5,-3.6,-29,0.0,0.007418472222298078,HIGH
2017-01-11,1.689361111111106,1.9000000000000001,2.8,1.2,9.1,-75,-1.2866666666669886,0.0,LOW
2017-01-12,4.407722916666669,1.5999999999999999,2.0999999999999996,1.0,3.9999999999999996,0,-0.3311805555557328,0.0,LOW
2017-01-13,-0.450831250000002,0.0,-0.2999999999999998,-0.19999999999999998,0.0,0,-0.24624999999979025,-0.022876597222300177,HIGH
2017-01-14,-0.8879458333333297,0.0,0.2999999999999998,0.19999999999999998,0.0,251,0.07694444444472026,0.022876597222300177,LOW
2017-01-15,1.3387770833333317,0.0,-0.19999999999999996,-2.4999999999999996,0.0,-59,0.0,-0.02683833333338015,LOW
2017-01-16,-0.46309618055555646,-3.0,-0.19999999999999996,-3.6,-0.1,311,-0.036458333333129644,-0.21365215277782568,LOW
2017-01-17,0.0,-1.0,0.19999999999999996,-1.2999999999999998,0.0,59,-0.12006944444388523,0.04565722222223911,HIGH
2017-01-18,-0.9192454861111115,-1.2,-2.1999999999999997,-0.6000000000000001,0.0,-1,0.20777777777776407,-0.0015593055555314095,LOW
2017-01-19,-1.447586805555555,-0.7,-0.8000000000000003,-0.7,0.1,0,-0.5605555555560642,0.000815416666661406,LOW
2017-01-20,-0.9973006944444487,0.9,0.19999999999999973,0.9,0.0,0,-0.07395833333313817,0.0015593055555314095,HIGH
2017-01-21,0.2829520833333383,2.4,2.5999999999999996,1.0,0.0,1,-0.738749999999726,0.0,HIGH
2017-01-22,0.8757159722222152,0.0,0.0,-0.8,0.0,0,0.0,-0.01319215277784025,HIGH
2017-01-23,-3.1303347222222158,-0.8,-1.3000000000000003,-0.3999999999999999,0.0,0,0.0,-0.015112569444355017,LOW
2017-01-24,-1.1586680555555535,0.2,-0.9000000000000001,1.2,0.0,0,0.0,0.028304722222195267,LOW
2017-01-25,3.2521541666666653,-0.8,-2.7,0.0,0.0,-181,0.0,-0.07159944444451583,LOW
2017-01-26,0.9466479166666577,0.0,0.0,0.0,0.0,0,-3.469521484375008,0.009096319444566348,HIGH
2017-01-27,-3.043524999999997,-0.4,-0.5,-1.4999999999999998,-0.5,265,-2.8161998155381838,-0.05229347222213221,LOW
2017-01-28,-4.15073819444444,-2.0,0.20000000000000018,-2.4000000000000004,0.0,272,0.17750000000012278,-0.1705606944444611,LOW
2017-01-29,-1.067329861111114,1.8,2.3999999999999995,-3.5999999999999996,0.30000000000000004,0,-0.5691020372178031,0.11479659722208169,HIGH
2017-01-30,1.3171944444444375,0.19999999999999996,0.0,0.7,8.3,0,0.18479166666679703,0.0,HIGH
2017-01-31,0.0,0.0,-0.8000000000000003,0.39999999999999997,-0.8,0,0.49736111111151615,0.04730493055565432,HIGH
2017-02-01,-0.902916666666659,-0.5,-1.2000000000000002,-0.7,0.0,0,0.0,-0.032589374999894005,LOW
2017-02-02,0.0,-0.6,-1.1,-0.7,0.0,0,0.0,-0.03354111111104885,LOW
2017-02-03,-2.6679236111111155,-0.09999999999999987,0.0,0.0,0.7000000000000001,0,0.0,0.025896527777717893,LOW
2017-02-04,-0.030597222222215947,3.3999999999999995,0.0,1.8,-0.1,33,0.0,0.06437416666653206,HIGH
2017-02-05,0.0,0.7,0.5,0.09999999999999998,0.0,0,0.0,0.0,LOW
2017-02-06,0.30821527777778357,0.0,0.5999999999999996,0.0,0.0,3,0.0,0.0,HIGH
2017-02-07,0.08961805555555635,0.0,0.0,0.0,0.0,-36,0.0,0.0,HIGH
2017-02-08,-0.8208638888888871,-0.6999999999999997,0.0,-0.5,-0.1,-36,0.0,-0.13963659722253396,LOW
2017-02-09,-0.7594374999999989,-1.2999999999999998,-0.48749999999999993,-1.8000000000000007,0.0,30,0.0,-0.18375631944464033,LOW
2017-02-10,0.0,-1.6999999999999997,-1.65,-1.6000000000000005,0.0,53,0.0,0.0,LOW
2017-02-11,0.5148902777777788,-3.0125,-5.675,-0.0046874999999992895,0.2,-112,0.0,0.07676694444438681,HIGH
2017-02-12,1.9303500000000025,0.0,-1.2750000000000004,0.0,0.0,-330,0.0,0.0466013888887602,HIGH
2017-02-13,-1.51567152777778,0.0,-1.0062499999999996,-0.23789062500000036,0.0,153,0.0,-0.07465638888895398,LOW
