date,tavg,tmin,tmax,prcp,tsun
2018-08-30,15.8,11.8,18.2,12.0,0
2018-08-31,15.2,9.4,20.9,0.3,530
2018-09-01,16.0,9.1,21.8,0.0,417
2018-09-02,16.0,7.3,22.1,0.7,625
2018-09-03,20.3,15.8,26.7,0.8,467
2018-09-04,18.0,11.5,23.2,0.0,571
2018-09-05,18.2,10.5,23.7,0.0,508
2018-09-06,18.9,13.1,24.5,3.3,343
2018-09-07,15.8,9.6,21.1,2.5,188
2018-09-08,15.1,9.4,20.1,0.0,442
2018-09-09,16.5,12.0,22.5,0.0,168
2018-09-10,17.0,12.7,22.9,0.4,165
2018-09-11,17.4,14.0,21.3,2.2,28
2018-09-12,14.1,9.9,16.8,0.6,0
2018-09-13,12.8,6.2,19.7,0.0,469
2018-09-14,13.0,5.8,19.9,0.2,492
2018-09-15,13.5,8.4,18.5,3.5,81
2018-09-16,14.3,6.8,21.3,0.0,403
2018-09-17,16.0,8.4,24.3,0.0,607
2018-09-18,19.8,9.0,30.1,0.0,669
2018-09-19,19.8,12.5,26.5,0.0,621
2018-09-20,19.4,14.7,24.8,0.0,325
2018-09-21,16.2,9.5,24.3,6.5,116
2018-09-22,11.5,9.4,15.5,2.6,206
2018-09-23,10.3,7.7,13.2,1.1,7
2018-09-24,9.2,5.3,13.5,0.5,547
2018-09-25,8.9,2.9,15.0,0.0,421
2018-09-26,13.4,8.2,17.3,0.2,147
2018-09-27,17.1,14.2,21.1,0.3,190
2018-09-28,11.6,5.2,15.6,0.0,489
2018-09-29,9.0,2.6,15.2,0.0,261
2018-09-30,11.0,5.3,17.0,0.2,270
2018-10-01,9.4,5.6,14.2,1.5,266
2018-10-02,8.3,5.4,11.7,4.3,13
2018-10-03,11.1,8.7,14.4,0.1,444
2018-10-04,12.3,9.1,15.3,0.4,4
2018-10-05,14.5,8.9,20.5,0.0,580
2018-10-06,12.2,4.4,20.6,1.4,571
2018-10-07,9.5,2.1,14.0,0.0,506
2018-10-08,8.5,1.4,15.4,0.0,319
2018-10-09,10.9,5.2,18.6,0.0,309
2018-10-10,13.7,2.6,21.8,0.0,507
2018-10-11,16.4,10.9,22.4,0.0,578
2018-10-12,16.4,10.0,24.1,0.0,567
2018-10-13,18.9,12.3,26.7,0.0,570
2018-10-14,16.9,10.2,22.8,0.0,565
2018-10-15,14.9,8.4,23.9,0.0,563
2018-10-16,14.5,7.6,22.5,0.0,207
2018-10-17,14.4,8.6,23.1,0.0,436
2018-10-18,11.1,2.7,15.2,0.5,197
2018-10-19,6.7,1.0,13.4,0.0,393
2018-10-20,8.6,3.1,15.4,0.0,231
2018-10-21,11.1,3.9,15.8,0.6,81
2018-10-22,10.4,5.9,13.4,0.6,337
2018-10-23,11.0,8.2,12.7,4.7,0
2018-10-24,10.3,8.4,12.2,0.6,316
2018-10-25,11.2,8.9,12.7,0.6,76
2018-10-26,9.2,6.6,12.2,5.5,0
2018-10-27,5.4,1.8,7.7,1.5,60
2018-10-28,3.5,-1.6,6.8,0.5,248
2018-10-29,5.8,4.4,7.2,0.1,0
2018-10-30,8.1,4.6,13.0,1.9,46
2018-10-31,8.7,4.8,11.4,0.0,258
2018-11-01,8.7,3.9,11.7,0.0,199
2018-11-02,8.3,1.7,13.0,0.0,179
2018-11-03,3.6,-0.9,10.5,0.0,488
2018-11-04,6.9,-0.6,9.4,0.0,0
2018-11-05,9.6,6.1,11.1,0.0,0
2018-11-06,7.4,3.3,12.2,0.0,121
2018-11-07,8.5,3.5,13.8,0.1,269
2018-11-08,8.5,0.5,14.2,0.1,193
2018-11-09,6.9,0.1,11.7,0.8,38
2018-11-10,10.1,8.1,12.3,1.6,1
2018-11-11,12.0,9.9,14.1,2.7,108
2018-11-12,10.7,9.2,12.2,2.2,1
2018-11-13,9.8,8.5,11.9,0.8,45
2018-11-14,8.4,6.3,9.7,0.0,0
2018-11-15,8.3,4.6,11.7,0.0,353
2018-11-16,5.9,2.8,9.5,0.0,438
2018-11-17,2.3,-3.0,6.1,0.0,421
2018-11-18,2.3,-4.2,7.1,0.9,57
2018-11-19,5.4,3.7,7.3,1.0,202
2018-11-20,3.5,2.6,4.4,0.0,0
2018-11-21,1.5,0.1,2.6,0.0,30
2018-11-22,1.2,0.3,1.8,0.0,0
2018-11-23,1.4,0.6,2.2,0.0,0
2018-11-24,2.8,1.8,4.1,0.0,0
2018-11-25,3.7,1.1,5.4,0.0,9
2018-11-26,2.8,-0.8,5.4,0.1,210
2018-11-27,1.4,-2.3,3.0,0.0,0
2018-11-28,0.8,-0.8,1.7,0.4,270
2018-11-29,2.4,0.4,4.7,2.7,0
2018-11-30,4.7,3.7,6.4,0.0,58
2018-12-01,6.3,2.6,8.6,0.3,1
2018-12-02,8.1,6.2,11.2,7.3,0
2018-12-03,11.0,7.0,12.3,7.2,34
2018-12-04,5.1,0.0,7.2,0.1,315
2018-12-05,1.9,-1.0,4.4,0.4,337
2018-12-06,6.1,2.8,10.6,2.6,0
2018-12-07,10.5,6.6,11.2,8.4,0
2018-12-08,7.1,5.6,8.6,11.6,0
2018-12-09,6.6,5.1,8.2,2.3,66
2018-12-10,4.6,3.4,5.6,0.7,147
2018-12-11,4.2,2.9,5.2,0.6,0
2018-12-12,3.3,0.6,5.0,0.8,15
2018-12-13,1.9,0.1,3.2,0.4,84
2018-12-14,0.8,-0.2,1.5,0.1,0
2018-12-15,-0.2,-1.7,0.7,0.0,53
2018-12-16,-0.4,-1.5,0.2,0.2,0
2018-12-17,0.5,-1.0,2.6,1.1,0
2018-12-18,4.7,2.1,5.9,0.2,1
2018-12-19,2.7,1.5,4.0,0.4,0
2018-12-20,4.4,3.0,5.9,1.4,0
2018-12-21,6.3,5.3,9.8,10.1,0
2018-12-22,5.3,3.9,7.1,1.9,1
2018-12-23,6.1,3.4,7.3,5.8,0
2018-12-24,2.2,0.1,4.3,0.2,16
2018-12-25,5.7,3.9,7.0,0.0,1
2018-12-26,7.2,5.8,8.6,0.1,0
2018-12-27,6.5,5.7,7.2,0.2,0
2018-12-28,7.2,6.4,7.7,0.8,0
2018-12-29,7.4,6.5,8.3,4.0,0
2018-12-30,6.4,3.9,8.5,0.0,244
2018-12-31,7.0,5.4,8.6,0.8,0
