humidity,temperature,weight
5.174685341542792,0.0205890780080193,2.924802118003902
92.79472222222222,1.8255784118357483,52.67111111111112
91.17347222222224,3.082556582125604,52.65376729166669
91.07791666666668,3.750071482487922,52.61083458333338
82.65607638888889,2.259225301932368,52.62359055555558
91.54534722222223,-0.9377708484299516,52.29232611111112
89.07736111111109,-2.648781748188405,52.38475888888891
90.13118055555556,1.812448611111111,52.64971104166668
90.16652777777776,3.6595248641304345,52.61831708333337
86.3720138888889,4.034587016908213,52.57475145833336
87.87368055555557,4.752350241545894,52.47550562499999
84.40236111111112,6.899888707729468,52.42196722222221
80.83861805555556,5.965962047101449,52.28511916666667
85.1835486111111,4.471487167874397,52.18620951388889
87.00312500000001,4.085289598429951,52.25929944444445
89.96993055555556,2.929196165458937,52.12863590277777
87.33236111111113,2.4983240036231886,52.23552902777777
86.03218055555557,3.478641500603865,52.081065625
90.28916666666667,3.4917176026570043,51.85140284722224
84.8114236111111,5.79679338768116,51.77167027777779
83.64284027777778,5.499719806763285,51.76248118055554
86.59881944444443,4.857344957729468,51.75404333333333
92.83111111111111,2.391013979468599,51.7725411111111
92.5231944444444,2.46311038647343,51.73702770833335
91.2834722222222,5.01563677536232,51.76173284722223
85.84865277777779,7.914984042874397,51.657218402777794
90.18652777777775,7.431986443236716,51.50350131944444
93.07451388888887,6.354862711352657,51.5229688888889
95.61951388888887,7.13807353562802,51.44717166666669
93.29027777777776,9.669794595410629,51.45432180555557
92.24611111111108,11.545804830917875,51.40508888888889
91.214375,11.516257518115944,51.36237659722223
91.32270833333337,11.673543131038649,51.34662048611112
93.1325,13.33437382246377,51.271580138888886
91.00638888888886,13.32595935990338,51.15782506944445
92.26645833333332,13.96001754227053,51.022240416666655
91.31576388888888,13.178081219806764,50.89780555555554
91.41222222222224,13.103353396739127,50.84343381944444
91.62104166666668,11.534402792874394,50.678775416666674
90.10069444444444,8.577688919082126,50.61381937500001
90.22208333333334,9.825184797705315,50.57008694444442
92.74763888888889,11.884489341787438,50.442068958333344
93.3114583333333,9.871825875603866,50.378403194444445
88.40116666666667,12.872558318236711,50.21208486111109
87.62848611111112,12.09538860205314,50.07613048611108
86.88378472222222,10.318743900966185,50.012841319444426
88.35095138888887,10.19380569142512,49.91633402777782
88.26125000000002,10.494512817028989,49.9738479861111
88.64270833333336,10.44902942330918,49.95848416666664
89.65784722222223,9.17893025362319,49.92752361111109
89.29090277777776,11.091452596618357,49.88387097222224
92.61104166666668,13.718310537439612,49.88130034722224
91.62465277777778,13.331340277777777,49.80722333333333
84.51845138888889,13.667048082729467,49.72004104166667
73.23195833333334,10.198873746980675,49.57897201388888
82.89356250000002,9.17282958937198,49.56743791666671
77.23838888888888,12.60358337862319,49.439744097222224
75.81672916666668,16.136165760869563,49.25202361111112
81.14340277777778,10.659617149758454,49.19130715277775
81.48640972222223,9.2981514794686,49.160902222222205
72.08386111111112,11.01928070652174,49.109659444444446
72.54627777777776,11.57625526871981,49.0541117361111
75.9237777777778,13.96123932669082,48.94353020833336
76.15171527777777,13.079030495169084,48.83714923611112
83.55777777777779,10.354058680555555,48.83859944444445
85.71404166666667,10.25522389794686,48.78578868055556
84.96403472222222,9.776312439613523,48.80949944444449
87.45196527777779,13.92908375603865,48.77778701388891
78.58217361111112,13.229694972826088,48.61769083333334
81.36616666666667,12.255011624396134,48.596617986111134
78.1363888888889,12.799247146739134,48.44709354166667
78.90818055555555,12.645031174516909,48.4451588888889
79.6541111111111,14.358208997584542,48.43288319444445
84.38550694444443,16.30586092995169,48.64538631944444
86.82486805555556,17.97445307971015,48.818684583333344
80.96656250000001,16.99588574879227,49.09600805555556
86.136375,15.601010869565217,49.03837909722224
89.90055555555556,18.249475845410625,49.028634791666654
80.17863194444443,18.093475845410637,48.944433263888925
81.3509375,17.19790652173913,48.849176458333325
85.96333333333332,16.17523028381643,48.69548545277778
90.18305555555555,18.441914824879227,48.70176000000003
87.43638888888887,18.36710733695652,48.59887000000001
81.4155138888889,19.12114320652174,48.5337770138889
74.30504166666667,20.791013934178743,48.26997944444445
72.5793888888889,21.529683182367148,48.24216868055556
66.16290972222221,22.91374018719807,48.23258972222221
71.54994444444445,24.771307820048307,48.313874236111104
72.01129166666666,25.35666138285025,48.58686034722223
71.05686111111112,24.932848278985517,48.84514694444446
78.14608333333332,24.27570214371981,49.01119993055556
80.55461111111111,24.06855374396135,49.27333333333332
84.74297916666667,23.01762182971015,49.41834208333333
85.13347222222222,22.363031370772948,49.46749743055556
88.2917638888889,22.250142934782613,49.54292395833334
93.43597222222223,21.532442934782605,49.69633326388888
94.00743055555556,24.54316681763285,49.66403534722226
93.32718055555556,25.407656853864736,49.8926908333333
88.53972916666665,25.41657321859903,50.507969444444434
95.15,23.51427521135265,50.83435347222223
86.29945138888888,23.360267964975847,50.71590166666666
82.08693055555555,23.01099290458937,50.39096520833334
83.11576388888886,23.00374486714976,50.29950111111111
80.94511805555555,22.288911382850245,50.27352187499999
84.52245833333335,21.055404770531403,50.09775256944443
91.22213194444444,20.87115407608696,49.87228173611109
92.431875,20.0547080615942,49.532529375
89.73450694444443,19.705354830917877,49.73555958333333
87.4157013888889,21.25562563405797,49.41159812500001
83.52697916666668,22.10890009057971,49.53135402777779
83.00226388888892,22.054025815217383,49.37149784722222
81.55162500000002,20.733208212560385,49.296254652777776
79.64452083333333,22.89175416666667,49.15614124999999
86.15864583333335,21.976225090579717,49.14893534722221
92.37432638888886,21.8860809178744,49.08451958333334
93.58946527777778,21.854653381642507,49.0757723611111
88.03443749999998,22.534357940821256,48.95585347222224
86.42943055555556,23.49060069444444,48.67591930555557
84.38577777777779,24.321909269323672,48.781093125000005
90.8393472222222,22.090773852657005,48.93253326388891
93.24,21.13240851449276,48.95573333333336
91.84597222222222,22.13611080917875,48.89420777777779
90.6671597222222,23.26304770531401,48.84253166666669
93.45777777777778,23.4999053442029,48.79108965277779
78.21552777777778,25.036239734299517,48.86903027777779
92.81125694444444,24.83489417270532,49.70243743055554
90.88605555555556,23.382464824879225,49.84618993055557
85.09484027777778,23.75718417874397,49.502501319444455
82.41743055555554,25.086223128019324,49.72059020833334
80.05298611111112,26.928697463768117,51.69069597222222
71.38240972222223,27.189888435990344,42.28228033930555
66.97909027777779,27.62661654589372,51.891739305555575
63.470347222222216,27.43022584541063,52.88887340277778
59.44266666666666,27.730171648550726,47.67225546111112
49.66622916666669,29.31971301328502,58.664543263888895
43.58784722222222,30.330808574879228,60.153703125000014
44.31686111111113,29.857503623188407,61.267212222222206
50.343875,26.70888753019324,61.67192881944444
50.35190277777778,26.52391047705314,61.04844569444446
50.8042638888889,27.93136156400966,61.18332076388888
47.4895277777778,29.473564311594203,61.89030263888887
49.63450694444446,28.646651117149755,62.60313347222223
48.57360416666666,27.122233846618368,62.834616944444434
51.83559027777778,28.863519021739133,62.84354861111112
49.883388888888895,29.869098429951688,63.36226729166668
47.19458333333333,30.877609903381643,64.05155451388889
45.35329166666666,31.417936292270536,64.69550784722223
47.04975694444445,31.90840851449275,65.27871937500002
50.67898611111112,30.29571920289856,65.56244402777779
48.17301388888888,29.97147916666668,65.50066791666666
45.559006944444455,30.17601237922705,65.606415
44.7214027777778,30.74325634057971,65.72587284722222
47.38424999999999,30.22778804347826,66.13120701388887
51.12775000000001,27.754038194444448,66.34978944444445
52.64886111111111,27.42658529589372,66.21971861111113
53.73692361111111,26.462967391304343,66.18767979166667
53.09317361111112,24.598409420289844,65.95599791666665
50.392199845679016,27.559328183709077,65.37648910493827
46.93736111111111,27.775457125603864,65.51138861111112
49.2061736111111,28.41342436594203,65.82927319444444
47.55200694444443,29.95075362318841,66.1584246527778
44.25611805555556,29.97934918478261,66.81262208333335
43.83744444444443,28.633015549516912,66.90162875
47.00559027777778,29.813268115942027,67.10368847222222
49.39797222222223,30.194532910628016,67.60866548611112
47.20940972222223,28.26449275362319,67.92428041666666
48.61233333333333,26.50391878019325,67.86460020833334
50.207902777777775,30.145412288647343,68.02541027777778
45.855583333333335,31.107401419082127,68.22945006944447
45.38570833333333,31.6484125905797,68.40166444444445
47.49041666666667,31.762296339030343,68.45236416666667
47.962583333333335,31.53155510265701,68.51092694444445
48.29848611111111,30.190350845410624,68.50450979166666
46.00172916666667,29.25949169685991,68.43043875000002
46.01794444444445,28.58116500603865,68.3386688888889
48.49579166666666,30.11696648550725,68.23375430555554
49.0418125,29.52574667874396,68.18173361111111
52.58225694444445,29.025999396135276,68.12511979166668
53.39443055555555,26.94032291666667,67.7959373611111
53.44959722222223,26.93739583333333,67.58012597222222
52.34436805555556,25.530603260869565,67.41865666666665
56.00805555555555,25.925065972222217,67.31475076388888
55.28271527777778,27.30920727657005,67.01975784722224
52.02770833333332,29.060042421497588,66.65274125
50.765277777777776,30.28127717391304,66.346134375
50.52942361111112,30.357507548309183,66.11563222222222
53.5080625,30.15516983695652,66.06634013888889
51.769875000000006,31.476105072463778,65.83789361111111
50.57827777777777,30.759858242753623,65.58049409722223
53.36476388888889,28.97137394323672,65.36899305555555
55.32070138888887,27.7857095410628,65.33870576388888
55.45290277777777,26.731935839371985,65.21419472222223
55.88375,26.695391002415462,65.00180902777778
52.61418749999999,27.153851147343,64.65694923611112
54.43603472222222,25.120129528985515,64.55566326388889
55.64446527777778,26.671906853864737,64.39523666666665
54.95347916666668,29.19493297101449,64.14813125
54.81520138888888,30.49486322463768,63.98766458333333
53.23409722222223,31.28219187801932,63.81502361111112
54.31240277777778,28.94416983695653,63.63924756944445
55.55448611111111,30.153991696859904,63.51718006944444
53.67545833333335,30.005295742753628,63.361182499999984
52.05572916666668,28.59776328502416,63.19650166666668
52.48876442307692,26.388052106558906,62.97206469017093
