date,tavg,tmin,tmax,prcp,tsun
2018-12-10,4.2,2.5,6.0,1.5,140
2018-12-11,3.2,2.5,5.1,0.1,121
2018-12-12,2.8,0.0,5.4,0.1,108
2018-12-13,-0.1,-2.2,1.9,0.0,274
2018-12-14,-0.3,-0.6,0.0,0.0,0
2018-12-15,-0.7,-2.4,0.0,0.0,0
2018-12-16,-1.2,-2.9,1.2,1.0,0
2018-12-17,2.9,1.0,4.8,0.3,15
2018-12-18,3.8,0.2,7.6,0.0,273
2018-12-19,1.6,-0.3,3.2,3.8,0
2018-12-20,5.0,2.7,7.0,0.3,15
2018-12-21,8.4,5.1,11.8,4.2,0
2018-12-22,10.1,8.4,11.8,1.7,108
2018-12-23,8.0,6.3,12.2,18.5,0
2018-12-24,5.0,0.2,12.1,0.1,109
2018-12-25,1.2,-0.3,3.2,0.0,0
2018-12-26,-0.9,-4.0,0.9,0.0,198
2018-12-27,1.9,0.3,5.3,0.0,194
2018-12-28,0.6,-1.6,4.6,0.0,438
2018-12-29,1.1,-1.1,3.1,0.7,0
2018-12-30,6.0,3.1,7.5,0.1,1
2018-12-31,6.6,4.8,8.4,0.0,0
