humidity,tavg,tmin,tmax,prcp,tsun,weight
88.53972916666665,13.6,5.0,24.0,0.0,600,50.507969444444434
95.15,8.9,5.1,13.7,0.0,366,50.83435347222223
86.29945138888888,12.0,4.5,17.7,0.0,222,50.71590166666666
82.08693055555555,10.9,6.3,14.1,0.4,120,50.39096520833334
83.11576388888886,10.0,5.0,15.4,0.0,276,50.29950111111111
80.94511805555555,10.0,6.4,13.6,0.9,0,50.27352187499999
84.52245833333335,7.1,5.0,10.5,1.1,114,50.09775256944443
91.22213194444444,5.1,2.5,8.8,16.5,84,49.87228173611109
92.431875,3.9,0.8,9.1,0.3,300,49.532529375
89.73450694444443,2.9,-0.4,6.5,0.1,264,49.73555958333333
87.4157013888889,4.2,-1.9,10.6,0.0,750,49.41159812500001
83.52697916666668,8.6,0.9,15.1,0.0,462,49.53135402777779
83.00226388888892,9.0,5.6,11.3,0.8,96,49.37149784722222
81.55162500000002,6.3,1.9,10.1,0.0,216,49.296254652777776
79.64452083333333,8.8,-0.7,16.4,0.0,750,49.15614124999999
86.15864583333335,7.9,5.4,13.1,0.0,96,49.14893534722221
92.37432638888886,6.3,4.4,9.3,0.7,96,49.08451958333334
93.58946527777778,6.8,4.8,10.6,0.1,84,49.0757723611111
88.03443749999998,8.3,4.3,13.8,0.0,528,48.95585347222224
86.42943055555556,9.2,4.7,14.7,0.0,348,48.67591930555557
84.38577777777779,10.9,2.1,17.6,0.0,792,48.781093125000005
90.8393472222222,8.1,5.7,11.3,22.7,27,48.93253326388891
93.24,7.4,5.8,8.8,21.2,0,48.95573333333336
91.84597222222222,8.5,4.8,10.8,7.8,2,48.89420777777779
90.6671597222222,10.6,8.3,15.7,7.3,119,48.84253166666669
93.45777777777778,10.1,7.2,15.1,0.0,51,48.79108965277779
78.21552777777778,13.7,4.8,20.7,0.0,645,48.86903027777779
92.81125694444444,13.7,11.6,17.6,1.5,12,49.70243743055554
90.88605555555556,10.5,7.3,12.1,0.1,7,49.84618993055557
85.09484027777778,8.5,3.4,12.4,0.0,260,49.502501319444455
82.41743055555554,10.3,1.1,18.0,0.0,847,49.72059020833334
80.05298611111112,15.1,5.0,23.0,0.2,509,51.69069597222222
71.38240972222223,15.9,12.5,21.3,0.0,193,42.28228033930555
66.97909027777779,16.1,11.2,22.2,1.7,382,51.891739305555575
63.470347222222216,15.5,11.5,22.1,4.4,243,52.88887340277778
59.44266666666666,15.8,10.9,21.8,0.0,478,47.67225546111112
49.66622916666669,17.2,7.8,24.3,0.0,858,58.664543263888895
43.58784722222222,19.9,11.0,27.2,0.0,858,60.153703125000014
44.31686111111113,20.2,14.0,26.8,39.5,549,61.267212222222206
50.343875,14.5,9.1,20.6,5.5,100,61.67192881944444
50.35190277777778,12.3,6.9,17.9,0.0,531,61.04844569444446
50.8042638888889,14.6,5.9,20.8,0.0,762,61.18332076388888
47.4895277777778,17.0,12.5,21.8,0.0,432,61.89030263888887
49.63450694444446,18.8,10.5,26.1,0.0,495,62.60313347222223
48.57360416666666,15.9,11.9,19.6,0.0,271,62.834616944444434
51.83559027777778,16.3,10.0,23.4,0.0,518,62.84354861111112
49.883388888888895,18.5,10.3,24.8,0.0,869,63.36226729166668
47.19458333333333,21.1,12.8,27.8,0.0,870,64.05155451388889
45.35329166666666,22.6,13.2,30.0,0.0,833,64.69550784722223
47.04975694444445,24.3,17.1,32.2,6.4,575,65.27871937500002
50.67898611111112,21.3,17.2,28.2,0.1,353,65.56244402777779
48.17301388888888,19.6,15.0,24.1,0.0,630,65.50066791666666
45.559006944444455,19.7,13.1,25.5,0.0,693,65.606415
44.7214027777778,21.4,12.9,28.4,0.0,848,65.72587284722222
47.38424999999999,21.1,15.9,28.2,10.7,486,66.13120701388887
51.12775000000001,17.2,13.3,21.7,1.9,233,66.34978944444445
52.64886111111111,14.7,11.9,17.9,1.1,118,66.21971861111113
53.73692361111111,14.8,10.8,21.3,0.9,265,66.18767979166667
53.09317361111112,12.8,8.9,18.0,0.3,586,65.95599791666665
50.392199845679016,16.3,8.8,22.8,0.0,706,65.37648910493827
46.93736111111111,17.0,10.8,23.9,3.9,417,65.51138861111112
49.2061736111111,16.8,9.8,23.5,0.0,599,65.82927319444444
47.55200694444443,21.2,11.0,28.6,0.0,736,66.1584246527778
44.25611805555556,21.1,14.2,24.9,0.0,638,66.81262208333335
43.83744444444443,17.2,10.8,23.3,0.0,582,66.90162875
47.00559027777778,18.8,11.0,25.4,0.0,872,67.10368847222222
49.39797222222223,21.8,12.5,29.4,0.0,709,67.60866548611112
47.20940972222223,19.1,13.9,22.5,0.0,325,67.92428041666666
48.61233333333333,15.9,11.5,19.1,0.0,297,67.86460020833334
50.207902777777775,20.1,14.3,25.7,0.0,773,68.02541027777778
45.855583333333335,22.6,12.8,30.5,0.0,875,68.22945006944447
45.38570833333333,24.5,14.1,32.7,0.0,852,68.40166444444445
47.49041666666667,25.0,18.9,31.4,0.0,722,68.45236416666667
47.962583333333335,25.5,16.6,33.9,0.0,563,68.51092694444445
48.29848611111111,23.0,19.2,27.7,0.0,627,68.50450979166666
46.00172916666667,21.3,15.0,26.7,0.0,832,68.43043875000002
46.01794444444445,20.7,16.1,26.4,0.0,275,68.3386688888889
48.49579166666666,22.6,17.5,28.7,0.1,710,68.23375430555554
49.0418125,20.6,16.9,26.9,0.1,97,68.18173361111111
52.58225694444445,19.7,16.1,25.4,24.3,327,68.12511979166668
53.39443055555555,17.2,14.5,22.7,6.0,171,67.7959373611111
53.44959722222223,17.8,14.0,22.5,0.0,512,67.58012597222222
52.34436805555556,15.9,13.5,19.8,1.4,69,67.41865666666665
56.00805555555555,16.8,14.1,21.2,0.1,72,67.31475076388888
55.28271527777778,18.5,13.1,24.3,0.0,460,67.01975784722224
52.02770833333332,20.1,13.3,26.0,0.0,804,66.65274125
50.765277777777776,22.4,13.4,29.5,0.0,843,66.346134375
50.52942361111112,23.3,15.6,32.4,12.5,674,66.11563222222222
53.5080625,23.0,17.1,30.1,0.2,588,66.06634013888889
51.769875000000006,24.2,16.7,30.0,0.0,728,65.83789361111111
50.57827777777777,23.7,16.0,30.6,2.9,681,65.58049409722223
53.36476388888889,20.9,18.1,25.5,6.3,228,65.36899305555555
55.32070138888887,19.3,16.7,24.1,0.0,353,65.33870576388888
55.45290277777777,17.7,13.1,21.4,9.2,123,65.21419472222223
55.88375,15.8,10.0,21.5,0.0,731,65.00180902777778
52.61418749999999,16.9,11.5,22.8,2.3,460,64.65694923611112
54.43603472222222,15.2,11.4,19.2,0.0,161,64.55566326388889
55.64446527777778,18.4,10.4,24.9,0.0,432,64.39523666666665
54.95347916666668,21.1,15.2,26.8,0.0,288,64.14813125
54.81520138888888,23.3,16.7,30.2,0.0,718,63.98766458333333
53.23409722222223,25.2,17.5,34.1,1.7,770,63.81502361111112
54.31240277777778,20.7,17.5,24.8,2.2,264,63.63924756944445
55.55448611111111,22.4,16.3,28.1,0.2,621,63.51718006944444
53.67545833333335,22.1,17.2,28.0,0.0,487,63.361182499999984
52.05572916666668,20.3,16.7,24.2,0.0,509,63.19650166666668
52.48876442307692,16.1,13.4,20.8,0.9,190,62.97206469017093
56.343500000000006,13.6,12.7,14.5,29.4,0,62.80818263888887
61.251625,14.6,12.8,16.9,13.3,14,62.76254354166668
62.72107417929295,17.4,12.5,22.6,1.3,100,62.56112070707072
60.09634027777779,18.2,14.6,22.5,0.0,484,62.220052152777775
57.430972222222216,21.1,15.3,27.5,0.0,522,61.95447215277778
54.6802152777778,23.1,16.4,29.3,0.3,558,61.735198819444456
55.025125,21.4,16.9,28.2,0.8,505,61.54060375
56.33261805555555,23.1,18.4,30.7,1.0,447,61.33006312500003
56.72872222222222,22.7,18.3,28.2,10.2,450,61.256494444444456
56.52196527777778,21.7,17.5,27.3,2.5,220,61.19284069444446
55.85354861111111,20.8,16.2,24.5,0.0,282,60.983521527777775
56.08447222222222,20.3,14.4,27.1,0.0,393,60.799151388888895
57.5945347222222,18.1,12.2,23.9,0.0,648,60.6237223611111
57.78481249999999,18.7,10.5,25.3,0.0,804,60.45898798611112
58.03936111111111,19.1,12.5,24.8,0.0,254,60.31088006944443
60.21238194444445,19.6,14.2,24.1,5.3,424,60.20789583333335
61.73584722222223,15.5,14.2,17.1,10.1,49,60.18595118055556
65.70015277777777,14.2,12.9,15.9,2.1,0,60.11222006944444
67.16299305555556,15.0,11.9,18.9,0.8,77,59.95193229166666
67.66618055555556,18.1,14.8,23.7,0.9,324,59.74514284722222
66.66488194444443,20.4,13.7,26.3,0.0,553,59.577625625
65.57679166666668,21.2,14.5,30.2,0.3,545,59.42187124999999
67.29650694444446,20.8,16.7,25.4,7.1,431,59.30775736111111
67.53947222222223,21.3,16.2,27.1,0.0,527,59.1750751388889
66.45962499999999,20.3,15.1,27.9,2.0,304,59.04046805555555
65.33522222222221,17.1,13.9,21.7,0.0,513,58.89099951388889
63.263013888888885,16.0,10.9,20.7,0.0,654,58.705016388888886
64.29890972222222,15.9,10.2,22.1,0.0,485,58.541503611111104
65.84011805555554,16.4,9.3,24.0,0.0,637,58.37814833333332
66.24466666666667,18.8,10.5,26.3,0.0,751,58.207841875000014
65.73629166666667,19.4,13.3,25.5,0.0,269,58.058819166666666
65.79217361111112,20.6,13.7,28.5,14.1,629,57.94723805555555
66.8731736111111,22.0,16.2,29.3,0.0,608,58.45594368055558
70.36426388888889,21.1,17.3,26.4,0.0,345,61.00400090277778
75.9184375,20.7,14.6,26.9,0.0,735,60.883991944444425
79.31828472222223,21.1,13.1,29.0,0.0,754,60.75153319444445
82.94486111111111,23.9,16.0,31.3,0.7,592,59.33179083333332
81.61034722222225,18.0,14.9,21.6,4.0,61,56.33321805555556
84.36305555555558,15.0,10.7,19.5,0.0,184,55.11211673611112
87.93534722222222,13.5,9.4,19.1,0.0,287,55.058306111111136
91.16111111111113,13.2,7.9,20.0,0.0,421,54.99935027777778
90.9419444444444,14.3,6.6,22.3,0.0,456,54.97782493055555
88.32840277777775,17.6,10.8,23.8,0.0,209,54.93754479166665
85.98986111111111,17.5,12.7,22.1,2.2,338,54.886152013888896
83.89944444444446,14.6,11.8,18.8,0.0,63,54.82866513888887
81.96069444444441,15.6,12.8,18.5,0.0,17,54.788941180555526
80.68347222222222,14.4,12.3,17.8,0.3,4,54.72558368055553
80.48726388888888,14.4,10.9,20.3,0.0,367,54.67692534722223
79.53282638888889,12.8,9.2,18.1,0.8,197,54.55993368055557
78.96427777777778,13.8,9.8,18.5,0.1,269,54.45315555555558
78.57106944444443,13.8,10.5,19.4,28.5,14,54.34813201388892
79.63175694444446,11.2,8.9,12.8,10.4,202,54.44595506944449
79.86534722222223,11.6,7.2,17.7,0.0,317,54.31388875000001
78.90740277777779,9.9,5.0,16.7,1.7,257,54.18982888888888
78.28780555555556,11.2,7.7,16.9,0.0,304,54.0482111111111
71.70430555555554,10.4,7.4,15.7,5.4,142,50.46789191275001
71.16915972222222,11.6,8.6,15.2,0.0,261,59.093620138888895
75.46458333333335,11.5,8.0,15.5,0.0,95,58.92940159722222
70.30896527777777,10.7,5.9,18.2,0.0,396,58.80784645833332
68.89538888888889,12.1,5.7,19.9,0.0,339,58.637255555555534
69.33635416666668,14.3,9.4,20.3,0.0,437,58.47623826388888
69.0916875,14.0,10.9,18.1,0.0,180,58.40818874999997
70.21340277777777,12.5,7.6,18.7,4.0,325,58.41865597222221
72.05164583333331,13.7,10.3,19.1,0.1,227,58.43621833333332
70.81777777777779,14.1,10.1,20.3,0.0,401,58.36199124999999
71.95175000000002,14.7,9.6,21.8,0.4,216,58.29056666666671
76.25922222222223,15.2,13.0,19.6,2.6,46,58.285755555555575
74.43734027777779,15.7,11.6,23.2,12.3,310,58.26442222222224
73.64088194444444,12.1,7.7,17.5,0.0,461,58.14378618055554
77.63884722222222,12.5,7.1,16.0,13.6,15,58.04306368055551
76.75147916666667,11.8,8.8,15.3,0.1,185,58.00656201388886
73.67910416666668,11.3,7.3,15.4,0.0,198,57.91232222222218
71.8138125,12.1,8.5,17.5,1.1,133,57.8083997222222
76.11579166666668,9.4,6.1,12.6,0.2,134,57.73559916666667
73.60699305555556,10.2,8.6,11.9,0.7,7,57.652988611111134
78.45827083333333,11.6,9.2,14.7,0.5,116,57.58344791666671
76.7797638888889,11.0,8.3,14.9,4.3,299,57.4966
80.89148611111112,11.6,10.5,12.8,0.4,0,57.41271111111112
77.09751388888888,13.0,9.6,16.9,0.0,22,57.27235339166671
72.96970833333333,13.6,10.1,18.0,0.0,192,57.16320847222223
75.90431250000002,14.5,10.8,19.2,0.0,208,57.031011111111134
70.72529861111113,15.1,10.3,21.1,0.0,563,56.96377777777777
74.40393055555556,13.9,7.8,22.2,0.0,420,56.8926111111111
72.93324305555556,14.4,7.3,23.4,0.0,481,56.84518624999999
73.97819444444444,13.3,7.0,22.3,0.0,420,56.781212361111095
76.92582638888886,11.8,8.1,20.3,0.0,296,56.74040034722223
77.35016666666667,11.3,5.7,19.5,0.0,232,56.6832777777778
76.04446527777777,12.9,8.8,19.6,0.0,86,56.62941125000001
77.45361805555555,12.7,8.4,18.8,5.3,33,56.58426666666668
78.29820138888888,9.7,7.1,12.6,0.9,128,56.55915576388893
78.88529166666666,8.9,6.3,11.5,0.1,37,56.48938888888888
82.78270138888888,11.6,9.0,13.5,0.1,0,56.46516666666665
81.20720833333333,13.7,9.8,17.7,0.0,118,56.38941027777784
81.52102083333334,11.3,7.9,15.7,1.2,114,56.29426416666669
77.10474999999998,11.0,8.9,13.9,1.2,257,56.24630451388888
76.13406944444444,8.7,7.0,10.3,1.4,9,56.20662472222222
77.63646527777777,9.6,5.4,12.4,4.4,353,56.25444503472222
76.33897916666666,6.6,4.1,10.5,0.1,244,56.181366666666655
74.94674305555557,6.4,2.8,9.5,0.0,81,56.1147777777778
71.0732013888889,8.5,5.4,13.9,0.0,332,56.00833548611112
72.29465277777778,9.8,4.7,15.6,0.0,263,55.86893499999999
79.15455555555558,7.8,2.9,11.8,0.0,103,55.83768888888893
81.64831249999999,7.4,2.3,13.7,0.3,79,55.82575555555557
83.76650694444443,7.5,5.4,10.9,6.2,0,55.81780069444444
80.02053472222222,5.6,3.2,7.4,0.1,41,55.78762222222218
79.75772222222223,6.7,3.5,8.7,0.0,9,55.74832222222219
81.56010416666668,7.5,6.9,8.6,1.9,0,55.70296666666662
84.31555555555555,7.4,6.7,9.5,0.0,0,55.70176666666665
85.74805555555555,5.9,4.9,7.1,1.5,0,55.685922430555536
85.74352777777779,5.5,2.8,7.6,3.7,0,55.64572215277778
87.23798611111113,2.7,0.5,5.1,15.9,0,55.63902222222226
83.9974097222222,3.7,-0.8,8.1,0.0,140,55.61442222222223
86.27277777777778,1.4,-1.6,4.8,0.0,46,55.58100000000002
87.20625,1.5,-0.8,3.6,0.0,0,55.52574395833332
86.4476388888889,3.1,1.8,4.1,0.0,0,55.51123277777776
86.66055555555555,3.5,1.9,4.8,0.1,0,55.460060069444445
80.65159722222221,4.5,2.2,6.4,2.0,58,55.44871847222221
84.34004166666668,4.1,2.2,7.0,1.1,113,55.38669298611112
85.14693055555556,3.7,2.5,5.6,1.0,0,55.35180111111112
88.3026388888889,7.2,5.5,7.8,0.7,0,55.35132298611112
78.89171527777778,7.0,2.5,12.7,0.0,446,55.268977777777785
74.49876388888889,7.6,0.0,15.1,0.0,343,55.14493333333333
74.53655555555555,11.0,7.1,14.8,6.0,81,55.07379881944443
84.42659722222223,6.1,1.6,9.7,7.2,2,55.05882958333331
81.48722222222221,2.6,1.0,4.4,0.0,109,55.04476798611109
84.56352083333333,3.4,2.0,4.5,11.4,22,55.00042263888887
87.99381944444447,3.9,2.0,6.0,2.7,25,54.965806041666646
86.61694444444441,1.4,-0.6,4.1,0.1,9,54.95040027777776
87.25826388888889,0.6,-0.8,2.1,0.5,30,54.92835631944445
88.40451388888887,-0.6,-2.4,0.8,0.0,4,54.846566666666654
91.81145833333332,-3.0,-4.5,-1.9,0.0,0,54.84376666666666
88.87784722222223,-1.8,-2.7,-0.3,3.2,0,54.84336666666667
91.10854166666664,1.9,-0.3,3.6,0.4,0,54.76575541666663
88.36256944444445,3.7,2.6,5.5,0.0,15,54.75096666666664
83.98554861111113,3.9,3.3,4.4,0.0,0,54.70500256944445
80.46064583333333,2.8,-1.1,5.9,3.6,419,54.66474375000005
81.72256944444443,3.4,0.1,6.6,0.5,232,54.62697159722224
78.84117361111112,-0.2,-1.0,1.6,0.0,79,54.5726407638889
83.74902777777775,0.2,-2.9,6.7,3.0,0,54.503014097222255
85.43061805555557,5.4,4.1,7.1,12.6,0,54.49397826388889
75.97697222222223,3.0,-0.5,7.3,0.1,84,54.45903527777781
81.18114583333333,2.1,-0.8,5.4,5.5,164,54.39158888888889
77.67574305555556,4.6,2.4,6.0,5.6,123,54.41328000000002
86.21395833333334,2.7,1.7,4.5,1.2,36,54.34756666666667
86.86784722222221,2.1,1.1,3.8,0.2,92,54.305288819444456
87.07979166666667,1.6,0.2,2.3,0.2,0,54.27172805555556
87.25701388888892,0.3,-3.0,2.1,0.3,0,54.192019930555546
89.87791666666668,0.4,-2.5,2.1,0.7,0,54.23290597222224
92.42062500000002,2.7,1.6,3.6,0.6,0,54.02542058055553
93.60499999999998,5.2,3.3,7.1,1.9,0,54.18264486111109
92.58861111111112,6.4,5.4,7.7,1.7,0,54.156747708333306
89.26597222222222,7.1,5.3,8.3,0.0,0,54.13263548611109
86.50243055555556,6.6,5.5,7.7,0.0,0,54.05610083333331
87.68986111111111,3.2,-1.2,5.5,0.0,0,53.92953340277776
85.2718402777778,2.4,-2.2,9.1,0.0,144,53.88560430555555
86.30229166666669,2.9,0.6,4.9,0.3,0,53.817576736111135
85.7477986111111,2.3,-1.2,4.3,0.5,37,53.80604312500002
84.48184027777776,0.4,-1.3,2.8,2.3,150,53.71020513888891
90.70270833333332,5.2,1.2,11.5,5.5,0,53.68756750000003
82.28715972222223,5.1,3.6,6.9,2.2,42,53.40307055555555
79.35251388888888,6.8,4.2,9.1,12.9,36,53.53512319444447
83.45701388888888,7.1,4.8,10.7,9.3,0,53.43564437500001
81.11499305555553,8.4,6.7,10.6,2.0,0,53.33883972222222
87.7023611111111,7.0,5.5,8.1,0.6,0,53.23664458333331
83.20757638888888,5.2,3.8,6.9,0.0,0,53.15535555555553
83.04077777777776,5.1,4.0,7.0,0.0,0,53.05353333333334
81.4437847222222,4.6,2.3,8.4,0.1,154,52.98341694444442
83.39563194444446,5.1,2.6,10.0,0.0,245,52.92758993055551
86.961875,3.7,2.2,5.5,0.0,18,52.89668840277778
87.42777777777779,4.0,3.0,4.9,0.0,0,52.848744444444485
83.62007638888888,3.2,0.9,4.8,0.0,0,52.79920000000002
78.08584027777775,1.3,-2.0,4.4,0.0,261,52.72274444444445
83.23743749999998,1.4,-2.6,5.2,2.3,4,52.68761111111112
81.47327083333333,5.6,2.6,7.0,3.9,141,52.61268291666669
81.03575,2.3,0.3,3.8,2.3,151,52.54234111111112
78.8431388888889,4.8,2.0,9.8,3.9,136,52.47516770833332
80.37917361111111,2.8,0.9,5.6,1.8,175,52.39755583333335
86.53972222222222,1.5,0.4,3.9,4.7,15,52.34182277777777
84.5770763888889,1.8,-0.2,5.0,1.0,133,52.29233208333333
86.71638888888889,2.0,-0.2,5.2,0.7,0,52.24044999999999
83.95101388888888,5.9,4.7,7.5,0.1,13,52.21066618055551
81.59840277777776,8.5,6.2,11.9,0.0,112,52.14966180555555
75.70894444444446,9.0,5.5,12.1,0.0,11,52.07088909722222
81.24355555555555,7.4,5.5,9.2,0.7,34,51.674389899027766
87.34097222222222,4.2,2.9,5.6,0.0,0,51.98702222222223
84.34481944444444,6.6,5.2,7.6,0.0,0,51.94820006944448
82.613125,8.2,7.0,9.5,1.2,0,51.90643284722221
78.30746527777778,5.4,2.0,8.9,0.0,481,51.80807326388892
82.00913888888887,6.6,3.0,9.0,6.6,7,51.7977801388889
82.95125,3.2,0.9,5.4,1.0,61,51.71001145833333
84.98972222222223,1.6,-0.5,2.9,0.3,34,51.702922569444446
82.47304166666667,1.8,-0.4,4.4,0.4,46,51.60646666666669
85.35638888888887,-0.2,-1.7,1.5,4.4,11,51.6116
82.33605555555555,-2.1,-4.4,1.5,0.0,370,51.65801049722222
84.06795138888889,-2.2,-5.0,1.0,0.0,99,51.91615520833332
86.16645833333332,-2.0,-5.2,1.2,0.0,425,51.910499930555545
86.31476388888888,-2.3,-4.8,1.7,0.0,312,51.88713326388888
88.42034722222222,-1.9,-5.7,0.5,0.0,0,51.8489303472222
84.4171875,0.8,-0.7,2.8,0.0,0,51.81714548611112
83.24646527777777,1.7,0.0,3.0,0.4,0,51.78359298611112
83.62605555555555,0.8,-2.1,4.5,1.6,111,51.766495486111126
79.66106944444445,-0.1,-3.7,4.8,0.0,472,51.67791111111112
81.02204861111112,-1.5,-6.4,4.0,0.0,576,51.61563333333336
