temperature,tavg,tmax,tmin,prcp,tsun,humidity,weight,dif_temperature,dif_weight,dif_tavg,dif_tmin,dif_tmax,dif_prcp,dif_tsun,dif_humidity
-0.5278846849760491,-0.9430004206996144,-1.1356293487435836,-0.6025168801852662,-0.2341163049882604,-1.0677155487793195,1.123121206234319,-0.7820761066832356,3.7030258944787606,0.44046542459918775,1.4970354787616944,1.293477139152267,1.3993416771602427,-0.18538253398000817,-0.4686938377835775,0.513485412893835
-0.7008995571282847,-1.2397758714365732,-1.3349427449931062,-0.975435087722401,-0.13270324528361682,-0.019407511552643034,1.1866680787496422,-0.7886769400226925,2.125067492262843,0.3532423222335217,0.35293332794330246,0.15832156771576064,0.6669813873623752,-0.07296928051055022,1.3609981763840557,0.8508480337523558
-0.46991204344628734,-0.8440752704539617,-1.3261495069232745,-0.6872710182618876,1.9462644786615761,-1.0677155487793195,1.1532485382335007,-0.7793189589627832,4.231757417165709,0.4768982453493724,1.878402862367825,1.0467041888399828,0.6992914001475754,2.2315024156133383,-0.4686938377835775,0.6734277559299597
-0.5899394683287156,-0.9995290779828447,-1.0887320790378134,-1.1279925362603196,-0.2341163049882604,-0.6498333071356959,1.0610668337345108,-0.7991382794878122,3.1370637574038107,0.19629226690968904,1.2791112595581913,-0.28586974284635047,1.5716617453479762,-0.18538253398000817,0.4979359055502666,-0.14539282654172975
-1.0564028813696924,-1.988780580439374,-1.7452938549185946,-1.6026157094894002,-0.48764895424986926,0.08866548197588033,1.0022989087551448,-0.834467578865443,-1.1172517981206052,-0.2518330332213847,-2.5345625765031157,-1.6184436745326838,-0.8408192092802925,-0.4664156676536531,1.1144089561458304,-0.1279454761856126
-0.9323279306482347,-1.5188861167725227,-1.4814967128236378,-1.373779536682522,-0.48764895424986926,0.3732576982676585,0.9869688971513932,-0.8292100070104094,0.13126193577877007,-0.17846413026146649,-0.614105394772243,-0.8534475285646036,0.12848117427570843,-0.2696924740821017,1.8985626765033874,-0.20933064413681376
-1.1634594816997172,-1.7909302799480682,-1.6163263632277267,-1.8399272961039406,-0.31017609976674304,-1.0677155487793195,0.9627554289925847,-0.797427209331558,-1.9767416621892202,0.3357566956671307,-1.6628656996891027,-2.2106987552821655,-0.3669390217640255,-0.07296928051055022,-0.07415108540241662,-0.33787700298650003
-0.9195098911948139,-1.2963045287198034,-1.4756345541104166,-0.9245826048764278,-0.48764895424986926,-1.0677155487793195,1.0566251054569604,-0.7988434702923888,0.24816710585954477,0.32523358999821994,0.24397121834155075,0.30638533790313105,0.15002118279917503,-0.2696924740821017,-0.07415108540241662,-0.11956534239404898
-1.057882391148468,-1.3669653503238413,-1.4756345541104166,-0.9584842601070765,-0.48764895424986926,-0.9380279565450915,1.1478677675315305,-0.8068903674772674,-1.013840293974661,0.21890226775635147,-0.02843405566282817,0.20767615777821746,0.15002118279917503,-0.4664156676536531,0.10339315316910576,0.18404629317605262
-1.1008194492952899,-1.3245688573614187,-1.4990831889633016,-1.0093367429530493,-0.48764895424986926,-1.0424985169559975,1.214574345645023,-0.8062704696914447,-0.26033961168586195,0.2270935680435233,0.1350091087397992,0.05961238759084709,-0.19461895357629203,-0.4664156676536531,-0.03962859456906505,0.18404629317605262
