features,values
"['tsun', 'dif_temperature', 'dif_weight', 'dif_tmin', 'dif_tmax']",0.7235952589991221
"['tsun', 'dif_temperature', 'dif_weight', 'dif_tmin', 'dif_prcp']",0.6946297922153936
"['tsun', 'dif_temperature', 'dif_weight', 'dif_tmax', 'dif_prcp']",0.721627158326017
"['tsun', 'dif_temperature', 'dif_tavg', 'dif_tmin', 'dif_tmax']",0.7162130523851331
"['tsun', 'dif_temperature', 'dif_tavg', 'dif_tmin', 'dif_prcp']",0.7216125256072577
"['tsun', 'dif_temperature', 'dif_tavg', 'dif_tmax', 'dif_prcp']",0.7344088381621304
"['tsun', 'dif_temperature', 'dif_tmin', 'dif_tmax', 'dif_prcp']",0.7187006145741878
"['tsun', 'dif_weight', 'dif_tavg', 'dif_tmin', 'dif_tmax']",0.7191834942932398
"['tsun', 'dif_weight', 'dif_tavg', 'dif_tmin', 'dif_prcp']",0.7240488732806558
"['tsun', 'dif_weight', 'dif_tavg', 'dif_tmax', 'dif_prcp']",0.7191834942932398
"['tsun', 'dif_weight', 'dif_tmin', 'dif_tmax', 'dif_prcp']",0.7206906643254316
"['tsun', 'dif_tavg', 'dif_tmin', 'dif_tmax', 'dif_prcp']",0.7162203687445128
"['dif_temperature', 'dif_weight', 'dif_tavg', 'dif_tmin', 'dif_tmax']",0.7181884694176178
"['dif_temperature', 'dif_weight', 'dif_tavg', 'dif_tmin', 'dif_prcp']",0.7226368159203981
"['dif_temperature', 'dif_weight', 'dif_tavg', 'dif_tmax', 'dif_prcp']",0.7231270119988292
"['dif_temperature', 'dif_weight', 'dif_tmin', 'dif_tmax', 'dif_prcp']",0.7201785191688617
"['dif_temperature', 'dif_tavg', 'dif_tmin', 'dif_tmax', 'dif_prcp']",0.7167251975417032
"['dif_weight', 'dif_tavg', 'dif_tmin', 'dif_tmax', 'dif_prcp']",0.7147424641498391
