features,values
"['prcp', 'tsun', 'humidity', 'dif_temperature', 'dif_weight', 'dif_tavg', 'dif_tmin', 'dif_tmax']",0.7387840210711152
"['prcp', 'tsun', 'humidity', 'dif_temperature', 'dif_weight', 'dif_tavg', 'dif_tmin', 'dif_prcp']",0.7279923909862451
"['prcp', 'tsun', 'humidity', 'dif_temperature', 'dif_weight', 'dif_tavg', 'dif_tmin', 'dif_tsun']",0.727516827626573
"['prcp', 'tsun', 'humidity', 'dif_temperature', 'dif_weight', 'dif_tavg', 'dif_tmax', 'dif_prcp']",0.728497219783436
"['prcp', 'tsun', 'humidity', 'dif_temperature', 'dif_weight', 'dif_tavg', 'dif_tmax', 'dif_tsun']",0.7324261047702662
"['prcp', 'tsun', 'humidity', 'dif_temperature', 'dif_weight', 'dif_tavg', 'dif_prcp', 'dif_tsun']",0.7338893766461808
"['prcp', 'tsun', 'humidity', 'dif_temperature', 'dif_weight', 'dif_tmin', 'dif_tmax', 'dif_prcp']",0.7348990342405618
"['prcp', 'tsun', 'humidity', 'dif_temperature', 'dif_weight', 'dif_tmin', 'dif_tmax', 'dif_tsun']",0.7280143400643839
"['prcp', 'tsun', 'humidity', 'dif_temperature', 'dif_weight', 'dif_tmin', 'dif_prcp', 'dif_tsun']",0.6916520339479074
"['prcp', 'tsun', 'humidity', 'dif_temperature', 'dif_weight', 'dif_tmax', 'dif_prcp', 'dif_tsun']",0.7211296458882058
"['prcp', 'tsun', 'humidity', 'dif_temperature', 'dif_tavg', 'dif_tmin', 'dif_tmax', 'dif_prcp']",0.734350307287094
"['prcp', 'tsun', 'humidity', 'dif_temperature', 'dif_tavg', 'dif_tmin', 'dif_tmax', 'dif_tsun']",0.7279777582674861
"['prcp', 'tsun', 'humidity', 'dif_temperature', 'dif_tavg', 'dif_tmin', 'dif_prcp', 'dif_tsun']",0.7328870354111794
"['prcp', 'tsun', 'humidity', 'dif_temperature', 'dif_tavg', 'dif_tmax', 'dif_prcp', 'dif_tsun']",0.7284899034240564
