date,temperature,tavg,tmax,tmin,prcp,tsun,humidity,weight,activity,dif_temperature,dif_weight,dif_tavg,dif_tmin,dif_tmax,dif_prcp,dif_tsun,dif_humidity
2018-06-08,35.06990277777779,22.8,29.6,11.9,0.0,766,58.98565959666206,86.73114519770898,HIGH,0.0,-1.3921584828465967,4.199999999999999,-0.2999999999999989,4.700000000000003,0.0,302,-0.9917501255601592
2018-06-09,35.04972916666668,21.6,28.0,13.6,0.0,401,57.38082638888888,88.12330368055558,HIGH,-0.0201736111111117,-1.1059904166666712,3.0,1.6999999999999993,3.1000000000000014,0.0,-63,-1.765347222222239
2018-06-10,34.99107638888891,19.9,25.4,14.2,0.0,172,61.81584722222215,89.22929409722225,HIGH,-0.0788263888888849,0.0,1.2999999999999972,2.299999999999999,0.5,0.0,-292,2.830187625560093
2018-06-11,34.91684722222219,17.0,22.1,13.1,0.0,464,54.578395833333325,89.3535526388889,LOW,-0.1530555555556034,0.1242585416666486,-1.5,1.1999999999999993,-2.799999999999997,0.0,47,-4.407263763328736
2018-06-12,34.915444444444454,15.0,17.7,12.6,0.2,4,56.8388333333333,89.52708888888888,LOW,-0.1544583333333378,0.2977947916666323,-3.1000000000000014,0.0,-5.300000000000001,0.2,-397,-2.1468262633287623
2018-06-13,34.898159722222246,14.3,18.3,10.3,0.0,35,59.97740972222222,90.06665625000007,LOW,-0.1940208333332762,0.8373621527778141,-3.0,-2.299999999999999,-4.199999999999999,-0.2,-259,0.8312361111111031
2018-06-14,35.09218055555552,16.3,22.5,9.8,0.7,417,59.14617361111112,90.68206451388888,HIGH,-0.134513888888911,1.452770416666624,-1.0,-2.5,0.1999999999999993,0.4999999999999999,123,-0.3203194444444932
2018-06-15,35.22669444444443,18.1,23.0,11.6,0.0,682,58.878842013888885,81.22649353013888,HIGH,-0.0737083333333075,0.0,0.8000000000000007,-0.200000000000001,0.6999999999999993,-0.2,302,-0.5876510416667244
2018-06-16,35.37383333333336,18.5,24.9,11.8,6.3,229,59.46649305555561,65.5495660375,HIGH,0.0734305555556176,-0.0057396334722312,1.1999999999999993,0.200000000000001,2.599999999999998,5.6,-65,-0.5109166666666098
2018-06-17,35.30040277777774,17.3,22.3,12.8,0.2,294,56.9252916666666,65.54637390625,LOW,0.0,-0.0031921312500031,0.0,2.3000000000000007,0.0,-0.4999999999999999,-86,-5.00257638888894
2018-06-18,35.3635763888889,16.8,20.6,12.3,1.0,173,61.92786805555554,65.5452264673611,LOW,0.0631736111111607,-0.0026171847658815,-0.5,1.8000000000000007,-1.6999999999999993,0.0,-207,-2.41777777777785
2018-06-19,35.315609375,18.0,22.1,10.5,0.0,380,64.98486059921188,65.54784365212699,LOW,0.0152065972222601,0.0014697458769887,0.6999999999999993,0.0,0.0,-1.0,86,0.0
2018-06-20,35.34350000000002,19.1,26.6,9.4,3.5,683,64.34564583333339,65.55530567097223,HIGH,0.0430972222222791,0.0100792036111272,2.3000000000000007,-1.0,6.0,2.5,454,-8.209368055555487
2018-06-21,35.06633333333333,12.9,16.6,8.9,7.9,213,73.92838888888889,65.53420993048611,LOW,0.0,-0.0110165368749903,-3.9,-1.5,-4.0,7.7,-81,0.0
2018-06-22,34.9550763888889,13.7,19.0,9.1,0.1,399,72.55501388888888,65.5375213038889,LOW,-0.0442916666666874,-0.0077051634722096,-3.1000000000000014,-1.3000000000000007,-1.6000000000000014,-0.1,19,-1.37337500000001
2018-06-23,34.888659722222215,13.1,16.3,10.2,2.4,134,73.99432891167534,65.5321344417361,LOW,-0.066416666666683,-0.0157092103908809,-4.9,0.0,-5.800000000000001,2.3,-265,0.0659400227864495
2018-06-24,34.816312499999995,13.6,17.1,10.4,0.2,41,75.48425911458332,65.53347604152778,LOW,-0.1115833333333427,-0.0172639257638849,-4.500000000000002,0.200000000000001,-7.599999999999998,0.1,-377,1.5558702256944343
2018-06-25,34.82756944444447,14.6,20.2,10.0,0.0,122,74.00965375434026,65.5373883536111,HIGH,-0.061090277777744,-0.012711281017431,-3.0000000000000018,-0.1999999999999993,-3.6999999999999993,0.0,-296,0.0812648654513736
2018-06-26,34.999368055555585,18.1,25.2,12.8,0.0,418,74.75648611111106,65.55073996729166,HIGH,0.1255486111111281,0.0006403326631243,0.5,2.6000000000000014,1.3000000000000007,0.0,-385,2.201472222222179
2018-06-27,34.92789583333334,18.9,24.7,12.5,0.0,803,69.15556944444444,65.55436072243056,HIGH,0.1003263888888668,0.0042610878020212,1.2999999999999972,2.3000000000000007,0.0,0.0,-27,0.0
2018-06-28,34.87381944444446,19.2,25.7,10.1,0.0,922,65.88370833333329,65.55730595069444,HIGH,0.0575069444444622,0.0072063160659041,1.099999999999998,0.0,0.8999999999999986,0.0,74,0.0
2018-06-29,34.79806250000002,20.1,25.2,11.7,0.0,912,65.31047916666664,65.55607878055557,LOW,0.0,0.0059791459270286,2.0,1.6999999999999993,0.0,0.0,15,0.0
2018-06-30,34.71521006944445,17.6,23.9,9.6,0.0,830,62.46208046476583,65.55009963462854,LOW,0.0,0.0,-0.5,-0.5,-1.3000000000000007,0.0,-67,-2.848398701900805
