date,temperature,tavg,tmax,tmin,prcp,tsun,humidity,weight,activity
2017-01-01,15.47782905982906,3.9,5.0,2.3,1.0,0,98.04031007751904,50.73679007751918,LOW
2017-01-02,13.37638888888889,1.8,3.3,0.1,1.4,291,98.80631944444453,50.65779625000004,HIGH
2017-01-03,16.181965277777778,4.6,3.375,1.8,9.6,0,98.40347222222226,50.769785555555615,HIGH
2017-01-04,14.724111111111103,3.5,5.4,-0.8,1.0,116,97.29229166666688,50.53260277777781,HIGH
2017-01-05,9.058442361111103,-3.5,-0.2,-3.6,0.0,321,96.58388888888874,50.10980819444444,LOW
2017-01-06,10.565457812499998,-0.1749999999999999,2.0500000000000003,-2.25,0.0,400,96.39909722222224,50.17272687500004,LOW
2017-01-07,7.758131944444449,-2.1,0.9,-5.0,0.7,0,96.1072222222224,50.55307958333331,LOW
2017-01-08,10.721145833333336,1.4,2.1,0.4,0.0,0,97.23874999999995,50.53613083333333,HIGH
2017-01-09,9.04047222222222,0.9,2.1,0.2,0.0,36,98.33861111111104,50.4398315972222,HIGH
2017-01-10,8.518958333333337,1.2,1.9,-0.1,0.0,7,99.14270833333327,50.4472500694445,HIGH
2017-01-11,10.729833333333326,3.1,5.8,1.4,12.7,9,97.92812499999972,50.43842673611128,LOW
2017-01-12,13.31172916666667,2.8,5.1,0.9,7.6,84,99.21479166666671,50.38565847222231,LOW
2017-01-13,8.453174999999998,1.2,2.7,-0.3,3.6,95,99.54597222222245,50.30335472222223,HIGH
2017-01-14,7.5652291666666684,1.2,3.0,-0.1,0.3,346,99.86916666666696,50.32623131944453,LOW
2017-01-15,8.90400625,0.0,1.7,-5.1,0.2,36,99.82868055555537,50.203771944444405,LOW
2017-01-16,6.508114583333334,-3.1,1.5,-6.2,0.0,406,99.79222222222224,49.99011979166658,LOW
2017-01-17,6.97121076388889,-1.1,1.9,-3.9,0.0,95,99.70861111111148,50.230610277777785,HIGH
2017-01-18,6.051965277777779,-1.3,-0.3,-2.6,0.0,0,100.0,50.18257833333335,LOW
2017-01-19,6.420756944444445,-0.1,1.4,-2.0,0.1,0,99.3654861111108,50.184953055555546,LOW
2017-01-20,7.86834375,1.5,2.4,-0.4,0.0,0,99.92604166666686,50.184137638888885,HIGH
2017-01-21,11.12026319444445,3.0,4.8,0.5,0.0,1,99.26125000000027,50.162343819444445,HIGH
2017-01-22,11.995979166666665,0.6,2.2,-1.3,0.0,0,100.0,50.01577520833328,HIGH
2017-01-23,8.865644444444449,-0.4,0.9,-1.7,0.0,0,100.0,50.000662638888926,LOW
2017-01-24,10.837311111111111,0.4,1.3,-0.5,0.0,0,100.0,50.02896736111112,LOW
2017-01-25,14.089465277777776,-1.0,-0.2,-1.8,0.0,0,100.0,49.83464125000001,LOW
2017-01-26,12.287699999999994,0.2,3.0,-1.8,0.0,181,96.52318684895832,49.90624069444453,HIGH
2017-01-27,9.244174999999997,-0.2,2.5,-3.3,0.0,446,97.17650851779514,49.78234777777788,LOW
2017-01-28,8.136961805555554,-0.8,3.2,-4.2,0.5,453,99.99270833333333,49.64317937500001,LOW
2017-01-29,11.341052083333336,3.0,5.1,-3.8,0.8,26,99.2461062961154,49.89714437499996,HIGH
2017-01-30,13.943312500000005,1.4,2.7,0.5,8.8,0,100.0,49.766435138888816,HIGH
2017-01-31,12.626118055555567,1.2,1.9,0.6,0.0,0,99.8152083333332,49.81374006944447,HIGH
2017-02-01,12.40838194444445,0.7,1.5,-0.2,0.0,0,99.31784722222169,49.73384576388892,LOW
2017-02-02,13.31129861111111,0.6,1.6,-0.4,0.0,0,94.96285250693649,49.72620118055559,LOW
2017-02-03,10.794083333333337,1.1,2.7,0.2,0.8,0,94.24513162957476,49.75974229166664,LOW
2017-02-04,13.462006944444452,4.6,2.7,2.0,0.0,33,93.38603401223976,49.79057534722212,HIGH
2017-02-05,13.492604166666668,1.9,3.2,0.3,0.1,0,92.66172298561864,49.65991124999994,LOW
2017-02-06,13.800819444444452,1.2,3.3,-1.1,0.1,36,92.00354890315998,49.62063208333334,HIGH
2017-02-07,13.582222222222224,-0.3,0.9,-1.9,0.1,0,91.48897620174154,49.45307000000009,HIGH
2017-02-08,10.837287500000002,-2.8,0.25,-4.6,0.0,0,91.0939554597044,49.28036979166647,LOW
2017-02-09,10.89871388888889,-3.4,-0.2374999999999999,-5.9,0.0,59,90.8044308410056,49.20608451388874,LOW
2017-02-10,11.14326111111111,-3.8,-1.4,-5.7,0.0,112,90.58752338460675,49.34323944444462,LOW
2017-02-11,11.65815138888889,-2.1,-0.7,-4.1,0.2,0,90.44004942800902,49.42000638888901,HIGH
2017-02-12,13.073611111111113,1.009375,4.975,-3.9763671875,0.0,29,90.35590372288104,49.38984083333338,HIGH
2017-02-13,10.122885416666666,1.1062500000000002,6.25,-4.0953125,0.0,512,90.31175636067113,49.1463547222221,LOW
2017-02-14,10.402077083333335,0.9125,7.25625,-3.857421875,0.0,359,90.29357619108994,49.11326763888882,LOW
2017-02-15,9.331622916666667,1.3,8.8,-2.6281250000000007,0.0,531,90.28359860059342,49.10018687500003,LOW
2017-02-16,11.638556944444446,5.0,9.0,-2.6,0.9,259,90.28126166886366,49.22101111111105,HIGH
2017-02-17,14.889368055555568,5.2,6.7,4.3,0.6,11,90.27954128241264,49.26003270833334,HIGH
2017-02-18,14.904868055555552,3.9,4.8,2.1,0.0,0,90.27915968583964,49.19396173611125,LOW
2017-02-19,14.48338194444444,4.5,6.0,2.5,1.7,0,90.2791036419532,49.23769868055556,LOW
